City,City_EN,num,lat,lon,Province,Province_EN
吐鲁番,Turpan,0,42.942476,89.181687,新疆,Xinjiang
吕梁,L��liang,0,37.520095,111.144489,山西,Shanxi
吴忠,Wuzhong,0,37.982262,106.196111,宁夏,Ningxia
周口,Zhoukou,0,33.63063,114.642362,河南,Henan
呼伦贝尔,Hulunbuir,0,49.2188,119.743123,内蒙古,Neimenggu
呼和浩特,Hohhot,0,40.833796,111.673079,内蒙古,Neimenggu
和田,Hetian,0,37.100573,79.932475,新疆,Xinjiang
咸宁,Xianning,0,29.843733,114.317328,湖北,Hubei
咸阳,Xianyang,0,34.307566,108.723436,陕西,Shanxi
哈密,Hami,0,42.835359,93.512774,新疆,Xinjiang
哈尔滨,Harbin,1,45.765667,126.616058,黑龙江,Heilongjiang
唐山,Tangshan,0,39.629651,118.173934,河北,Hebei
商丘,Shangqiu,0,34.417097,115.650862,河南,Henan
商洛,Shangluo,0,33.867856,109.935388,陕西,Shanxi
喀什,Kashen,0,42.101061,19.548955,新疆,Xinjiang
嘉兴,Jiaxing,0,30.763344,120.747164,浙江,Zhejiang
嘉峪关,Jiayuguan,0,39.823662,98.242092,甘肃,Gansu
四平,Siping,1,43.164153,124.344375,吉林,Jilin
固原,Guyuan,0,41.668174,115.682175,宁夏,Ningxia
塔城,Tacheng,0,46.746883,82.979732,新疆,Xinjiang
大兴安岭,Daxinganling,0,52.365335,124.961155,黑龙江,Heilongjiang
大同,Datong,0,40.092289,113.295243,山西,Shanxi
大庆,Daqing,0,46.596903,125.101481,黑龙江,Heilongjiang
大理,Dali,0,25.602392,100.244911,云南,Yunnan
大连,Dalian,0,38.920716,121.638868,辽宁,Liaoning
天水,Tianshui,0,34.628451,105.529798,甘肃,Gansu
天津,Tianjin,1,39.123564,117.198079,天津,Tianjin
太原,Taiyuan,1,37.856186,112.556174,山西,Shanxi
威海,Weihai,1,37.512222,122.115245,山东,Shandong
娄底,Loudi,0,27.734312,112.00217,湖南,Hunan
孝感,Xiaogan,0,30.934475,113.919344,湖北,Hubei
宁德,Ningde,0,26.66557,119.52249,福建,Fujian
宁波,Ningbo,0,29.875301,121.544201,浙江,Zhejiang
安庆,Anqing,0,30.511972,117.042966,安徽,Anhui
安康,Ankang,0,32.733018,108.990398,陕西,Shanxi
安阳,Anyang,0,36.102355,114.33633,河南,Henan
安顺,Anshun,0,26.249696,105.927781,贵州,Guizhou
定西,Dingxi,0,35.577686,104.616532,甘肃,Gansu
宜宾,Yibin,0,28.765793,104.635312,四川,Sichuan
宜昌,Yichang,0,30.771111,111.321667,湖北,Hubei
宜春,Yichun,0,47.721146,128.879996,江西,Jiangxi
宝鸡,Baoji,0,34.364581,107.233218,陕西,Shanxi
宣城,Xuancheng,0,30.941254,118.754017,安徽,Anhui
宿州,Suzhou,0,31.301694,120.581073,安徽,Anhui
宿迁,Suqian,0,33.956449,118.294538,江苏,Jiangsu
山南,Shannan,0,29.242811,91.771597,西藏,Xizang
山南,Shannan,0,29.242811,91.771597,西藏,Xizang
岳阳,Yueyang,0,29.358945,113.123011,湖南,Hunan
崇左,Chongzuo,0,22.404173,107.352797,广西,Guangxi
巢湖,Chaohu,0,31.668446,117.669809,安徽,anhui
巴中,Bazhong,0,31.859018,106.754751,四川,Sichuan
巴彦淖尔,Bayannur,0,40.756099,107.397712,内蒙古,Neimenggu
巴音郭楞,Bayinguoleng,0,41.762406,86.142973,新疆,Xinjiang
常州,Changzhou,0,31.812986,119.969205,江苏,Jiangsu
常德,Changde,0,29.040525,111.67811,湖南,Hunan
平凉,Pingliang,0,35.541018,106.679854,甘肃,Gansu
平顶山,Pingdingshan,0,33.737474,113.298144,河南,Henan
广元,Guangyuan,0,32.432964,105.85634,四川,Sichuan
广安,"Guang'an",0,30.459168,106.633196,四川,Sichuan
广州,Guangzhou,1,23.130196,113.259295,广东,Guangdong
庆阳,Qingyang,0,35.709694,107.638686,甘肃,Gansu
廊坊,Langfang,0,39.512835,116.699745,河北,Hebei
延安,"Yan'an",0,36.583639,109.484073,陕西,Shanxi
延边,Yanbian,0,26.881517,101.618074,吉林,Jilin
开封,Kaifeng,0,34.796111,114.347204,河南,Henan
张家口,Zhangjiakou,0,40.7664,114.87988,河北,Hebei
张家界,Zhangjiajie,0,29.129901,110.481621,湖南,Hunan
张掖,Zhangye,0,38.936513,100.455633,甘肃,Gansu
徐州,Xuzhou,0,34.266554,117.180974,江苏,Jiangsu
德宏,Dehong,0,36.082306,101.713613,云南,Yunnan
德州,Dezhou,0,37.448668,116.305416,山东,Shandong
德阳,Deyang,0,31.124403,104.39013,四川,Sichuan
忻州,Xinzhou,0,38.413917,112.730463,山西,Shanxi
怀化,Huaihua,0,27.559051,109.963513,湖南,Hunan
怒江,Nujiang,0,30.095513,97.32578,云南,Yunnan
恩施,Enshi,0,30.257716,109.462145,湖北,Hubei
惠州,Huizhou,0,23.106086,114.414111,广东,Guangdong
成都,Chengdu,0,30.676555,104.061278,四川,Sichuan
扬州,Yangzhou,0,32.392697,119.436576,江苏,Jiangsu
承德,Chengde,0,40.957718,117.954325,河北,Hebei
抚州,Fuzhou,0,26.079712,119.303384,江西,Jiangxi
抚顺,Fushun,0,41.886616,123.947958,辽宁,Liaoning
拉萨,Lhasa,0,29.655414,91.133013,西藏,Xizang
揭阳,Jieyang,0,23.543082,116.349717,广东,Guangdong
攀枝花,Panzhihua,0,26.58601,101.717928,四川,Sichuan
文山,Wenshan,0,23.389348,104.230865,云南,Yunnan
新乡,Xinxiang,0,35.299206,113.878063,河南,Henan
新余,Xinyu,0,27.800739,114.933285,江西,Jiangxi
无锡,Wuxi,0,31.575635,120.295453,江苏,Jiangsu
日喀则,Rikaze,0,29.294831,89.06605,西藏,Xizang
日喀则,Shigatse,0,29.276126,88.880703,西藏,Xizang
日照,Rizhao,0,35.41507,119.521451,山东,Shandong
昆明,Kunming,1,25.043798,102.714338,云南,Yunnan
昌吉,Changji,0,44.016662,87.316668,新疆,Xinjiang
昌都,Changdou,0,24.198235,107.261984,西藏,Xizang
昌都,Chamdo,0,31.145174,97.169761,西藏,Xizang
昭通,Zhaotong,0,27.604478,104.292119,云南,Yunnan
晋中,Jinzhong,0,37.675403,112.74671,山西,Shanxi
晋城,Jincheng,0,35.493783,112.851986,山西,Shanxi
普洱,"Pu'er",0,23.061985,101.140729,云南,Yunnan
景德镇,Jingdezhen,0,29.290929,117.204121,江西,Jiangxi
曲靖,Qujing,0,25.490272,103.79654,云南,Yunnan
朔州,Shuozhou,0,39.318309,112.43007,山西,Shanxi
朝阳,Chaoyang,0,41.575477,120.439074,辽宁,Liaoning
本溪,Benxi,0,41.292221,123.75942,辽宁,Liaoning
来宾,Laibin,0,23.736452,109.229512,广西,Guangxi
杭州,Hangzhou,0,30.248963,120.205234,浙江,Zhejiang
松原,Songyuan,0,45.143777,124.811255,吉林,Jilin
林芝,Linzhi,0,22.651329,120.524671,西藏,Xizang
林芝,Nyingchi,0,29.807676,94.236287,西藏,Xizang
果洛,Guoluo,0,33.287875,101.102261,青海,Qinghai
枣庄,Zaozhuang,0,34.809345,117.317837,山东,Shandong
柳州,Liuzhou,0,24.321304,109.406619,广西,Guangxi
株洲,Zhuzhou,0,27.839498,113.148217,湖南,Hunan
桂林,Guilin,0,25.281536,110.291233,广西,Guangxi
梅州,Meizhou,0,24.305355,116.117744,广东,Guangdong
梧州,Wuzhou,0,23.478295,111.297183,广西,Guangxi
楚雄,Chuxiong,0,24.871955,101.387354,云南,Yunnan
榆林,Yulin,0,38.05255,109.669486,陕西,Shanxi
武威,Wuwei,0,38.10884,102.828265,甘肃,Gansu
武汉,Wuhan,2,30.596021,114.29928,湖北,Hubei
毕节,Bijie,0,27.300127,105.30235,贵州,Guizhou
毕节,Bijie,0,27.300127,105.30235,贵州,Guizhou
永州,Yongzhou,0,26.455856,111.598815,湖南,Hunan
汉中,Hanzhong,0,33.082084,107.030868,陕西,Shanxi
汕头,Shantou,0,23.365288,116.694893,广东,Guangdong
汕尾,Shanwei,0,22.775282,115.354126,广东,Guangdong
江门,Jiangmen,0,22.576629,113.079047,广东,Guangdong
池州,Chizhou,0,30.667109,117.485989,安徽,Anhui
沈阳,Shenyang,0,41.804529,123.427786,辽宁,Liaoning
沧州,Cangzhou,0,38.30428,116.85116,河北,Hebei
河池,Hechi,0,24.697305,108.047671,广西,Guangxi
河源,Heyuan,0,23.737978,114.692015,广东,Guangdong
泉州,Quanzhou,0,24.90388,118.585146,福建,Fujian
泰安,"Tai'an",0,36.200297,117.080932,山东,Shandong
泰州,Taizhou,0,32.484955,119.911728,江苏,Jiangsu
泸州,Luzhou,0,28.887124,105.446344,四川,Sichuan
洛阳,Luoyang,0,34.655687,112.420963,河南,Henan
济南,Jinan,1,36.650701,117.114004,山东,Shandong
济宁,Jining,0,35.412505,116.584927,山东,Shandong
海东,Haidong,0,36.309898,102.356454,青海,Qinghai
海东,Haidong,0,36.309898,102.356454,青海,Qinghai
海北,Haibei,0,37.719189,100.456559,青海,Qinghai
海南,Hainan,0,19.2,109.6,青海,Qinghai
海口,Haikou,0,20.042363,110.340994,海南,Hainan
海西,Haixi,0,37.082485,95.459722,青海,Qinghai
淄博,Zibo,0,36.804783,118.044447,山东,Shandong
淮北,Huaibei,0,33.95661,116.792892,安徽,Anhui
淮南,Huainan,0,32.586683,117.013002,安徽,Anhui
淮安,Huainan,0,32.586683,117.013002,江苏,Jiangsu
深圳,Shenzhen,0,22.54457,114.054535,广东,Guangdong
清远,Qingyuan,0,23.683298,113.050599,广东,Guangdong
温州,Wenzhou,0,28.015269,120.655874,浙江,Zhejiang
渭南,Weinan,0,34.503744,109.457285,陕西,Shanxi
湖州,Huzhou,0,30.864539,120.095068,浙江,Zhejiang
湘潭,Xiangtan,0,27.857975,112.903746,湖南,Hunan
湘西,Xiangxi,0,25.55954,118.696802,湖南,Hunan
湛江,Zhanjiang,0,21.202192,110.404598,广东,Guangdong
滁州,Chuzhou,0,32.25459,118.328049,安徽,Anhui
滨州,Binzhou,0,37.382121,117.964726,山东,Shandong
漯河,Luohe,0,33.572055,114.028516,河南,Henan
漳州,Zhangzhou,0,24.508186,117.649603,福建,Fujian
潍坊,Weifang,0,36.707159,119.155744,山东,Shandong
潮州,Chaozhou,0,23.656615,116.620548,广东,Guangdong
濮阳,Puyang,0,35.763135,115.023407,河南,Henan
烟台,Yantai,0,37.534049,121.389463,山东,Shandong
焦作,Jiaozuo,0,35.207573,113.253398,河南,Henan
牡丹江,Mudanjiang,0,44.578354,129.598194,黑龙江,Heilongjiang
玉林,Yulin,0,38.05255,109.669486,广西,Guangxi
玉树,Yushu,0,34.398025,94.190214,青海,Qinghai
玉溪,Yuxi,0,24.357856,102.539707,云南,Yunnan
珠海,Zhuhai,0,22.23052,113.546244,广东,Guangdong
甘南,Gannan,0,34.517786,102.659088,甘肃,Gansu
甘孜,Ganzi,0,-2.712549,10.811178,四川,Sichuan
白城,Baicheng,0,45.609864,122.865279,吉林,Jilin
白山,Baishan,0,41.931703,126.420704,吉林,Jilin
白银,Baiyin,0,36.545878,104.133898,甘肃,Gansu
百色,Baise,0,23.897492,106.626323,广西,Guangxi
益阳,Yiyang,0,28.588877,112.34637,湖南,Hunan
盐城,Yancheng,0,22.624885,120.283529,江苏,Jiangsu
盘锦,Panjin,0,41.116906,122.06551,辽宁,Liaoning
眉山,Meishan,0,30.047416,103.828439,四川,Sichuan
石嘴山,Shizuishan,0,39.015135,106.361061,宁夏,Ningxia
石家庄,Shijiazhuang,0,38.035981,114.462773,河北,Hebei
福州,Fuzhou,0,26.079712,119.303384,福建,Fujian
秦皇岛,Qinhuangdao,1,39.939572,119.589413,河北,Hebei
红河,Honghe,0,23.234737,102.301136,云南,Yunnan
绍兴,Shaoxing,0,29.999243,120.576854,浙江,Zhejiang
绥化,Suihua,0,46.642032,126.987013,黑龙江,Heilongjiang
绵阳,Mianyang,0,31.458932,104.750108,四川,Sichuan
聊城,Liaocheng,0,36.444181,115.964201,山东,Shandong
肇庆,Zhaoqing,0,23.051555,112.472845,广东,Guangdong
自贡,Zigong,0,29.336727,104.77653,四川,Sichuan
舟山,Zhoushan,0,29.987334,122.203036,浙江,Zhejiang
芜湖,Wuhu,0,31.353613,118.427635,安徽,Anhui
苏州,Suzhou,1,31.301694,120.581073,江苏,Jiangsu
茂名,Maoming,0,21.665656,110.919632,广东,Guangdong
荆州,Jingzhou,0,26.556993,109.540034,湖北,Hubei
荆门,Jingmen,0,31.052444,112.203862,湖北,Hubei
莆田,Putian,0,25.43422,119.007463,福建,Fujian
莱芜,Laiwu,0,36.213862,117.669925,山东,Shandong
菏泽,Heze,0,35.247727,115.446476,山东,Shandong
萍乡,Pingxiang,0,37.063436,115.025489,江西,Jiangxi
营口,Yingkou,0,40.674716,122.235774,辽宁,Liaoning
葫芦岛,Huludao,0,40.751544,120.840479,辽宁,Liaoning
蚌埠,Bengbu,0,32.917642,117.382567,安徽,Anhui
衡水,Hengshui,0,37.732222,115.701111,河北,Hebei
衡阳,Hengyang,0,26.901802,112.605859,湖南,Hunan
衢州,Quzhou,0,36.781774,114.942385,浙江,Zhejiang
襄樊,Xiangfan,0,39.78373,-100.445882,湖北,hubei
西双版纳,Xishuangbanna,0,22.03567,100.902127,云南,Yunnan
西宁,Xining,0,36.621904,101.77299,青海,Qinghai
西安,"Xi'an",0,34.266017,108.942425,陕西,Shanxi
许昌,Xuchang,0,34.03162,113.823729,河南,Henan
贵港,Guigang,0,23.088435,109.622583,广西,Guangxi
贵阳,Guiyang,0,26.581411,106.705254,贵州,Guizhou
贺州,Hezhou,0,24.415373,111.543572,广西,Guangxi
资阳,Ziyang,0,30.123598,104.648114,四川,Sichuan
赣州,Ganzhou,0,25.856309,114.93464,江西,Jiangxi
赤峰,Chifeng,0,42.279993,118.942613,内蒙古,Neimenggu
辽源,Liaoyuan,0,42.895188,125.148649,吉林,Jilin
辽阳,Liaoyang,0,41.274332,123.169624,辽宁,Liaoning
达州,Dazhou,0,31.216036,107.502756,四川,Sichuan
运城,Yuncheng,0,35.027637,111.002141,山西,Shanxi
连云港,Lianyungang,0,34.609263,119.169531,江苏,Jiangsu
迪庆,Diqing,0,27.879591,99.42725,云南,Yunnan
通化,Tonghua,0,41.720132,125.921907,吉林,Jilin
通辽,Tongliao,0,43.639201,122.249731,内蒙古,Neimenggu
遂宁,Suining,0,30.506149,105.574542,四川,Sichuan
遵义,Zunyi,0,27.729382,106.923219,贵州,Guizhou
邢台,Xingtai,0,37.065847,114.492193,河北,Hebei
那曲,Naqu,0,-19.227127,-42.328018,西藏,Xizang
邯郸,Handan,0,36.583333,114.483333,河北,Hebei
邵阳,Shaoyang,0,27.231505,111.452499,湖南,Hunan
郑州,Zhengzhou,0,34.759188,113.652408,河南,Henan
郴州,Chenzhou,0,25.811273,113.031303,湖南,Hunan
鄂尔多斯,Ordos,0,39.78373,-100.445882,内蒙古,Neimenggu
鄂州,Ezhou,0,30.406224,114.880141,湖北,Hubei
酒泉,Jiuquan,0,39.732126,98.493684,甘肃,Gansu
重庆,Chongqing,1,29.558571,106.549282,重庆,Chongqing
金华,Jinhua,0,29.108034,119.648649,浙江,Zhejiang
金昌,Jinchang,0,38.520672,102.185973,甘肃,Gansu
钦州,Qinzhou,0,21.964738,108.620902,广西,Guangxi
铁岭,Tieling,0,42.289551,123.839447,辽宁,Liaoning
铜仁,Tongren,0,27.722347,109.183835,贵州,Guizhou
铜仁,Tongren,0,27.722347,109.183835,贵州,Guizhou
铜川,Tongchuan,0,34.903485,108.946178,陕西,Shanxi
铜陵,Tongling,0,30.934563,117.808904,安徽,Anhui
银川,Yinchuan,0,38.482919,106.211601,宁夏,Ningxia
锡林郭勒,Linguolexi,0,39.78373,-100.445882,内蒙古,Neimenggu
锦州,Jinzhou,0,41.108528,121.119422,辽宁,Liaoning
镇江,Zhenjiang,0,32.21396,119.458012,江苏,Jiangsu
长春,Changchun,8,43.88445,125.317822,吉林,Jilin
长沙,Changsha,1,28.197948,112.97133,湖南,Hunan
长治,Changzhi,0,36.182934,113.098539,山西,Shanxi
阜新,Fuxin,0,42.015173,121.645287,辽宁,Liaoning
阜阳,Fuyang,0,32.892676,115.809,安徽,Anhui
防城港,Fangchenggang,0,21.617753,108.345356,广西,Guangxi
阳江,Yangjiang,0,21.852633,111.95935,广东,Guangdong
阳泉,Yangquan,0,37.856161,113.575481,山西,Shanxi
阿克苏,Akesu,0,41.165587,80.273473,新疆,Xinjiang
阿勒泰,Aletai,0,47.826052,88.128338,新疆,Xinjiang
阿坝,Aba,0,5.112735,7.364349,四川,Sichuan
阿拉善盟,Alashanmeng,0,39.78373,-100.445882,内蒙古,Neimenggu
阿里,Ali,0,43.564079,77.032692,西藏,Xizang
陇南,Longnan,0,33.387124,104.931372,甘肃,Gansu
随州,Suizhou,0,31.717796,113.363463,湖北,Hubei
雅安,"Ya'an",0,29.985931,103.008794,四川,Sichuan
青岛,Qingdao,0,36.089509,120.349719,山东,Shandong
鞍山,Anshan,0,41.107569,122.990044,辽宁,Liaoning
韶关,Shaoguan,0,24.81341,113.592356,广东,Guangdong
马鞍山,"Ma'anshan",0,31.686611,118.504838,安徽,Anhui
驻马店,Zhumadian,0,33.011582,114.016457,河南,Henan
鸡西,Jixi,0,45.292851,130.961926,黑龙江,Heilongjiang
鹤壁,Hebi,0,35.747958,114.291596,河南,Henan
鹤岗,Hegang,0,47.335586,130.283672,黑龙江,Heilongjiang
鹰潭,Yingtan,0,28.242809,117.027825,江西,Jiangxi
黄冈,Huanggang,0,30.446936,114.867655,湖北,Hubei
黄南,Huangnan,0,35.06316,101.651493,青海,Qinghai
黄山,Huangshan,0,30.134392,118.161269,安徽,Anhui
黄石,Huangshi,0,30.20428,115.033303,湖北,Hubei
黑河,Heihe,0,50.237797,127.513222,黑龙江,Heilongjiang
黔东南,Qiandongnan,0,26.560937,108.446851,贵州,Guizhou
黔南,Qiannan,0,26.1291,107.3004,贵州,guizhou
黔西南,Qianxinan,0,25.38808,105.3874,贵州,Guizhou
齐齐哈尔,Qiqihar,0,47.352709,123.911594,黑龙江,Heilongjiang
龙岩,Longyan,0,25.102705,117.028334,福建,Fujian
